"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"39","1552677_a_at","DIP2A","23181","disco interacting protein 2 homolog A",-0.176329042965654,4.55757940647212,-0.514496136097409,0.613360935388178,0.999375232950731,-4.62952992154143
"40","1552685_a_at","GRHL1","29841","grainyhead like transcription factor 1",-0.73633816505796,8.63606758050908,-1.99388679558608,0.0620353846701045,0.999375232950731,-4.48787990326221
"41","1552689_at","CASKIN1","57524","CASK interacting protein 1",0.18795285197746,5.41565281371265,0.67412139624871,0.50906795122682,0.999375232950731,-4.62092516609253
"42","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",0.264421306226629,6.29500946276476,0.835711998003763,0.414615739974558,0.999375232950731,-4.61011354855031
"43","1552733_at","KLHDC1","122773","kelch domain containing 1",0.0452383739619222,6.92280602140067,0.155799350124239,0.877979608033691,0.999375232950731,-4.6406904937558
"44","1552755_at","DOCK8-AS1","157983","DOCK8 antisense RNA 1",0.01695390057872,3.96467137102563,0.0558972613574954,0.956058793911328,0.999375232950731,-4.64168625854232
"45","1552767_a_at","HS6ST2","90161","heparan sulfate 6-O-sulfotransferase 2",0.391862783317791,3.33864881667833,1.36222164052246,0.190456657322177,0.999375232950731,-4.56240290148009
"46","1552775_at","GPRC6A","222545","G protein-coupled receptor class C group 6 member A",-0.175021548894565,4.01918465322232,-0.586861738618643,0.564813841805862,0.999375232950731,-4.62589398670713
"47","1552787_at","HELB","92797","DNA helicase B",-0.0264833273880289,3.10731296462507,-0.0942607752011252,0.925976085135481,0.999375232950731,-4.64141480164729
"48","1552798_a_at","TLR4","7099","toll like receptor 4",-0.0466099338270647,4.74907076383046,-0.129658452404287,0.898319742122828,0.999375232950731,-4.64104157318822
"49","1552836_at","ZNF619","285267","zinc finger protein 619",0.00743087914164153,4.81812284889494,0.0228727810858267,0.982011314223582,0.999375232950731,-4.6418088978805
"50","1552848_a_at","PTCHD1","139411","patched domain containing 1",0.0614745116602342,3.38992997089598,0.207745566307177,0.837833262710223,0.999375232950731,-4.63980327764189
"51","1552870_s_at","AXDND1","126859","axonemal dynein light chain domain containing 1",0.25337398372964,4.81503356864698,0.731828957446516,0.473989189771086,0.999375232950731,-4.61729861240218
"52","1552914_a_at","CD276","80381","CD276 molecule",-0.325131556219024,4.19225208450033,-1.13035751538424,0.273625840524085,0.999375232950731,-4.58552398743251
"53","1552919_at","C4orf36","132989","chromosome 4 open reading frame 36",-0.299147328741165,3.33527852666222,-0.865774906819335,0.398362825408143,0.999375232950731,-4.60788197668562
"54","1552921_a_at","FIGNL1","63979","fidgetin like 1",-0.640492252805267,5.09344718933372,-1.99638904580972,0.0617396973755905,0.999375232950731,-4.48756250288348
"55","1552927_at","TAB3","257397","TGF-beta activated kinase 1 (MAP3K7) binding protein 3",-0.310117019262929,3.19946137062825,-1.07759822491021,0.295887437152522,0.999375232950731,-4.59035089562239
"56","1552967_at","CBLL2","158506","Cbl proto-oncogene like 2",0.0925941379413806,3.25323072403369,0.300434563623194,0.767396124179024,0.999375232950731,-4.63759832681115
"57","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",-0.923190564571477,6.74189419399815,-1.81748194983094,0.0863586593772068,0.999375232950731,-4.50992893463674
"58","1553016_at","ADGRF3","165082","adhesion G protein-coupled receptor F3",0.108988188616774,4.0806083993097,0.347435533767923,0.732420095518562,0.999375232950731,-4.63617890423341
"59","1553021_s_at","BICD2","23299","BICD cargo adaptor 2",-0.276355657156297,5.51420093637109,-0.687512664344325,0.500797855659658,0.999375232950731,-4.620107399959
"60","1553057_at","SERPINB12","89777","serpin family B member 12",-0.410842039650956,6.24472348435484,-0.93783299946948,0.361132314934895,0.999375232950731,-4.60226571143835
"61","1553059_at","PGLYRP3","114771","peptidoglycan recognition protein 3",0.0327910777875058,3.81234292747367,0.111587760040421,0.912423991626857,0.999375232950731,-4.64124681182561
"62","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",0.120074443283753,8.6119105167363,0.390918124459266,0.700590165103977,0.999375232950731,-4.63468741899429
"63","1553072_at","BNIPL","149428","BCL2 interacting protein like",-0.307758104945017,5.22012709159737,-0.835779598718169,0.414578720147335,0.999375232950731,-4.6101086057376
"64","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",-0.181736046199369,7.01703381689899,-0.445479055737248,0.66145170990831,0.999375232950731,-4.63257635836747
"65","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",-0.268767111763418,9.47355408014099,-0.517089182847414,0.611587112170276,0.999375232950731,-4.62940738305625
"66","1553102_a_at","CCDC69","26112","coiled-coil domain containing 69",0.4281608365464,6.12754235837151,1.48252176407416,0.156039038255652,0.999375232950731,-4.54932755244084
"67","1553112_s_at","CDK8","1024","cyclin dependent kinase 8",-0.439501006103901,5.78217879522465,-1.32376585677021,0.202664493651501,0.999375232950731,-4.56643721248916
"68","1553117_a_at","STK38","11329","serine/threonine kinase 38",0.0903345690979513,7.43509737133664,0.310968287094812,0.759509311293351,0.999375232950731,-4.63729772337481
"69","1553122_s_at","RBAK","57786","RB associated KRAB zinc finger",-0.471714675835571,3.06847416682731,-1.46330128164085,0.161167840857899,0.999375232950731,-4.55146056801571
"70","1553132_a_at","TC2N","123036","tandem C2 domains, nuclear",-0.621070003726042,6.57713771642893,-1.84526701854203,0.0820411349626797,0.999375232950731,-4.50650360713811
"71","1553139_s_at","PLXNA3","55558","plexin A3",0.202259058521298,4.32127400718701,0.740594247127513,0.468789962539071,0.999375232950731,-4.61672460989643
"72","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",0.417980603528407,6.20721675969141,1.45471995277794,0.163502003083534,0.999375232950731,-4.5524076827628
"73","1553150_at","KDM1B","221656","lysine demethylase 1B",-0.0927306711710298,3.12461334785474,-0.281625457225609,0.78154374631738,0.999375232950731,-4.63810981079559
"74","1553165_at","SYNRG","11276","synergin gamma",-0.138785112792331,4.20101579378282,-0.473630031772237,0.641636171047664,0.999375232950731,-4.63138406339416
"75","1553167_a_at","SEPSECS","51091","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",-0.271556346106571,4.50377737174589,-0.809753944932876,0.428987811043092,0.999375232950731,-4.61198622037136
"76","1553179_at","ADAMTS19","171019","ADAM metallopeptidase with thrombospondin type 1 motif 19",0.386670796169843,3.62877056735065,1.32584477990447,0.20198903060643,0.999375232950731,-4.5662210203303
"77","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",0.300136318814963,5.03521505997891,0.853654178703773,0.404864875459797,0.999375232950731,-4.60878973568475
"78","1553213_a_at","KRT78","196374","keratin 78",-0.163519478062029,6.72623049148613,-0.437783662326615,0.666914562084978,0.999375232950731,-4.63289012887751
"79","1553216_at","ZNF41","7592","zinc finger protein 41",-0.303436030645479,3.71635992504384,-0.87403083153636,0.393973396408143,0.999375232950731,-4.60725749488718
"80","1553219_a_at","AMMECR1","9949","AMMECR nuclear protein 1",-0.65748446104672,4.23237290378184,-1.61838876375386,0.123513430220155,0.999375232950731,-4.53381895118306
"81","1553220_at","FAM117B","150864","family with sequence similarity 117 member B",-0.187299528857031,3.7915859103234,-0.658350381100811,0.518906771716276,0.999375232950731,-4.62186960839223
"82","1553243_at","ITIH5","80760","inter-alpha-trypsin inhibitor heavy chain 5",0.13350582878762,7.42488933800272,0.418060786769925,0.681002957108284,0.999375232950731,-4.63367034305125
"83","1553269_at","ZNF718","255403","zinc finger protein 718",0.067894641569485,3.65697605859235,0.210858110928118,0.83544110026406,0.999375232950731,-4.639742133218
"84","1553279_at","BTNL9","153579","butyrophilin like 9",0.0725613706103676,5.71957986844063,0.247105181540401,0.807711106363008,0.999375232950731,-4.638963886548
"85","1553292_s_at","RSKR","124923","ribosomal protein S6 kinase related",0.167117408513288,4.59712633241501,0.610941150384054,0.549115857225346,0.999375232950731,-4.62458586019877
"86","1553319_at","OXGR1","27199","oxoglutarate receptor 1",0.048354610529262,3.26119088764084,0.161716311007318,0.873387246755967,0.999375232950731,-4.64060214815243
"87","1553333_at","MAB21L3","126868","mab-21 like 3",-0.263259531943612,5.3209121341105,-0.725811450198648,0.477578420913685,0.999375232950731,-4.61768916779468
"88","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",0.465711049807449,6.39062311196377,1.30225941896103,0.209757539366048,0.999375232950731,-4.56866069312784
"89","1553395_a_at","CD200R1","131450","CD200 receptor 1",-0.637434338189944,6.35005181369272,-1.91928288948759,0.0714560097113909,0.999375232950731,-4.49728788398884
"90","1553413_at","LCAL1","80078","lung cancer associated lncRNA 1",0.0626862984499867,4.49596714936329,0.222236236676241,0.826710640859624,0.999375232950731,-4.63951095672285
"91","1553417_at","C11orf44","283171","chromosome 11 open reading frame 44",-0.126817140735729,3.17261567348463,-0.410934335729408,0.68612378280415,0.999375232950731,-4.63394375070096
"92","1553436_at","MUC19","283463","mucin 19, oligomeric",0.256141421698511,3.18932236095487,0.917585956309391,0.37134647534135,0.999375232950731,-4.60388126320398
"93","1553437_at","KLHDC7A","127707","kelch domain containing 7A",-0.0188874245498116,3.84572298222436,-0.0658600949997291,0.948238003344753,0.999375232950731,-4.64162908170684
"94","1553438_at","C11orf72","100505621","chromosome 11 open reading frame 72 (putative)",0.0893306134527769,5.56192337975648,0.305048638938175,0.763938186897705,0.999375232950731,-4.63746790277973
"95","1553454_at","RPTN","126638","repetin",0.759129596429051,5.51042975751798,1.41698456426329,0.174096829655621,0.999375232950731,-4.55653337266889
"96","1553478_at","KIRREL3-AS3","283165","KIRREL3 antisense RNA 3",0.200219199867558,3.3475228050591,0.686687520285333,0.501305194847987,0.999375232950731,-4.62015820773632
"97","1553506_at","CPO","130749","carboxypeptidase O",0.194864236758314,3.19446878973387,0.704928962733033,0.49015881349808,0.999375232950731,-4.61902223641048
"98","1553530_a_at","ITGB1","3688","integrin subunit beta 1",-0.570437313588766,8.46675903979627,-1.327361565013,0.201497338872088,0.999375232950731,-4.56606314736645
"99","1553534_at","NLRP10","338322","NLR family pyrin domain containing 10",0.0223385789005301,3.78076626313122,0.0771356383431646,0.93939332457006,0.999375232950731,-4.64155309538749
"100","1553535_a_at","RANGAP1","5905","Ran GTPase activating protein 1",-0.30353368233478,7.77753770457977,-1.18372784370376,0.252398383087494,0.999375232950731,-4.58046892714941
"101","1553539_at","KRT74","121391","keratin 74",0.219199679320346,6.11740805982748,0.483436184387963,0.634797300133313,0.999375232950731,-4.63095241002146
"102","1553549_at","VN1R2","317701","vomeronasal 1 receptor 2",0.122577734160058,3.33147467286955,0.444063485511722,0.662455144303666,0.999375232950731,-4.63263446948532
"103","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.294756836629577,7.27046371512756,1.03343039367821,0.315515502555366,0.999375232950731,-4.5942563010117
"104","1553589_a_at","PDZK1IP1","10158","PDZK1 interacting protein 1",-0.397059787481254,8.67739322172887,-1.34157893297874,0.196934580899041,0.999375232950731,-4.5645776858035
"105","1553603_s_at","ATL2","64225","atlastin GTPase 2",-0.390554008681042,6.05001225361513,-1.01333219109206,0.324748959774316,0.999375232950731,-4.59599132441371
"106","1553604_at","ABCA13","154664","ATP binding cassette subfamily A member 13",-0.262856485864015,4.7697123235562,-0.704621633379266,0.490345398566882,0.999375232950731,-4.61904159596211
"107","1553614_a_at","LINC01198","101929344","long intergenic non-protein coding RNA 1198",0.13549063497991,3.28616582836309,0.422403717649607,0.677890080452039,0.999375232950731,-4.63350150803756
"108","1553656_at","TECTB","6975","tectorin beta",0.138683223465449,5.20415192550216,0.469512396661639,0.644517772870742,0.999375232950731,-4.63156280732844
"109","1553679_s_at","VKORC1L1","154807","vitamin K epoxide reductase complex subunit 1 like 1",-0.425601916787605,4.89376764468648,-1.01661590888615,0.32322741314239,0.999375232950731,-4.59570967653298
"110","1553693_s_at","CBR4","84869","carbonyl reductase 4",0.282343066618764,7.116398109073,1.00314585569599,0.329501139015756,0.999375232950731,-4.59686044476252
"111","1553694_a_at","PIK3C2A","5286","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha",-0.524931806086562,6.80688772392992,-1.48882331630452,0.154387114311066,0.999375232950731,-4.54862476621726
"112","1553697_at","CCSAP","126731","centriole, cilia and spindle associated protein",-0.259363091209174,2.90948171356005,-0.887372764854892,0.386947478983533,0.999375232950731,-4.60623780783037
"113","1553725_s_at","ZNF644","84146","zinc finger protein 644",-0.881869817945181,5.14470276558442,-1.69802956710929,0.10726509631888,0.999375232950731,-4.52441161938591
"114","1553728_at","LRRC43","254050","leucine rich repeat containing 43",0.047932127097007,6.88370925137017,0.135980751134897,0.893393150707105,0.999375232950731,-4.64096253308221
"115","1553750_a_at","FAM76B","143684","family with sequence similarity 76 member B",-0.65370403254555,4.07081656315003,-1.75035088907757,0.097621639009877,0.999375232950731,-4.51811932803643
"116","1553764_a_at","AJUBA","84962","ajuba LIM protein",-0.0563513347018532,7.58256672594869,-0.186768149157344,0.853996967522076,0.999375232950731,-4.64019185693894
"117","1553768_a_at","DCBLD1","285761","discoidin, CUB and LCCL domain containing 1",-0.146110070833153,5.06094535434275,-0.539667559909129,0.596247461186629,0.999375232950731,-4.62831593468966
"118","1553772_at","GK5","256356","glycerol kinase 5",-0.142198151015261,3.80619602482972,-0.461054291439238,0.650455142861717,0.999375232950731,-4.63192530313286
"119","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",0.109395484208776,3.71521284467708,0.386455723806753,0.703831707433142,0.999375232950731,-4.63484832104794
"120","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",-1.46683678543565,6.19871546857157,-2.58774693177342,0.0188871743522524,0.999375232950731,-4.41077880744009
"121","1553856_s_at","P2RY10","27334","P2Y receptor family member 10",-0.434120579812583,4.54812020430804,-1.31496969355468,0.205542276221108,0.999375232950731,-4.56734950046635
"122","1553860_at","DCST1","149095","DC-STAMP domain containing 1",0.248780389260094,4.40909560924969,0.736490093146334,0.471220102763444,0.999375232950731,-4.61699412661792
"123","1553918_at","LINC00479","150135","long intergenic non-protein coding RNA 479",0.0936099545154265,4.26310985914682,0.315438127129007,0.756170798887167,0.999375232950731,-4.63716710203501
"124","1553923_at","SLC22A24","283238","solute carrier family 22 member 24",0.150574472711917,3.24468612270333,0.442712068534603,0.663413718865014,0.999375232950731,-4.63268978182015
"125","1553928_at","ELMOD2","255520","ELMO domain containing 2",-0.435470710758163,6.07353847297747,-1.47698479267491,0.157502541454069,0.999375232950731,-4.54994366390649
"126","1553946_at","DCD","117159","dermcidin",-0.0982513525893189,12.7702861721917,-0.282737935262708,0.780704727285093,0.999375232950731,-4.63808046197334
"127","1553970_s_at","CEL","1056","carboxyl ester lipase",0.592629609720992,4.45283632005673,2.03057288145037,0.0578254177650169,0.999375232950731,-4.48321540805944
"128","1553986_at","RASEF","158158","RAS and EF-hand domain containing",-0.247503445830507,6.42563524089329,-0.700319974028799,0.492961368411231,0.999375232950731,-4.61931177698302
"129","1553989_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",-0.235501917605282,8.13075018274341,-0.849150339262252,0.407298418130217,0.999375232950731,-4.60912428257381
"130","1553995_a_at","NT5E","4907","5'-nucleotidase ecto",-0.429603311234263,4.76736931588698,-1.22617334446642,0.236426053133552,0.999375232950731,-4.57632998960656
"131","1554004_a_at","ARHGEF28","64283","Rho guanine nucleotide exchange factor 28",0.0791257639689373,7.06720938451935,0.298385486552683,0.768933390901414,0.999375232950731,-4.63765562232437
"132","1554015_a_at","CHD2","1106","chromodomain helicase DNA binding protein 2",-0.530574876288449,5.24159615784509,-1.54336188330516,0.140686274127457,0.999375232950731,-4.54247310255256
"133","1554026_a_at","MYO10","4651","myosin X",-0.0844690025424999,4.03300419803522,-0.284231243932279,0.779578926628721,0.999375232950731,-4.63804088755673
"134","1554029_a_at","TTC37","9652","tetratricopeptide repeat domain 37",-0.478470831232668,5.06305693712248,-0.878067164546106,0.391839030755762,0.999375232950731,-4.60695037402272
"135","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",0.093225325030974,4.23334985549806,0.252675733859464,0.803471682855833,0.999375232950731,-4.63883350023699
"136","1554044_a_at","MRAP","56246","melanocortin 2 receptor accessory protein",0.347543346551336,6.619536876513,1.27433167118642,0.219258361499544,0.999375232950731,-4.57151199275576
"137","1554052_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",-0.356769902145619,5.90044322182405,-1.1236724359604,0.276375843168286,0.999375232950731,-4.58614512013433
"138","1554062_at","XG","7499","Xg glycoprotein (Xg blood group)",0.177539351189838,9.05644688617744,0.538991279695691,0.59670414389626,0.999375232950731,-4.62834926232096
"139","1554074_s_at","SLFNL1","200172","schlafen like 1",0.076841996406567,5.16783167134011,0.25573494528496,0.801146158765063,0.999375232950731,-4.63876067609305
"140","1554102_a_at","TMTC4","84899","transmembrane O-mannosyltransferase targeting cadherins 4",-0.281226075701393,4.77527605268163,-1.03100969051363,0.316617585331063,0.999375232950731,-4.59446668449011
"141","1554112_a_at","ULK2","9706","unc-51 like autophagy activating kinase 2",-0.123533786104963,4.96776630887367,-0.388796864759968,0.70213033908698,0.999375232950731,-4.63476412864662
"142","1554122_a_at","HSD17B12","51144","hydroxysteroid 17-beta dehydrogenase 12",-0.435424141353602,4.17180926294517,-1.29962535302005,0.210639566996194,0.999375232950731,-4.56893137354712
"143","1554148_a_at","SLC33A1","9197","solute carrier family 33 member 1",-0.829716988075942,6.0342499010062,-2.34255317004883,0.0312396229906814,0.999375232950731,-4.44285492025345
"144","1554152_a_at","OGDH","4967","oxoglutarate dehydrogenase",-0.576840719782536,5.77468068372042,-1.38950917303625,0.18215668413072,0.999375232950731,-4.55949606207677
"145","1554155_at","MCPH1","79648","microcephalin 1",0.0247452327092654,4.70069966878079,0.0838902252710983,0.934098758096232,0.999375232950731,-4.64150184406319
"146","1554159_a_at","ZMYND11","10771","zinc finger MYND-type containing 11",-0.693960934718209,5.84759275924979,-1.70277392416455,0.106357993230393,0.999375232950731,-4.52384455589351
"147","1554161_at","SLC25A27","9481","solute carrier family 25 member 27",0.176884683292936,4.29131398106001,0.679218467187852,0.505910983677734,0.999375232950731,-4.62061561138429
"148","1554167_a_at","GOLGA7","51125","golgin A7",-0.576717961631996,8.92924112258265,-1.72340699038862,0.102489566785256,0.999375232950731,-4.52137016888355
"149","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",-0.209966499320622,8.62660351748605,-0.608447871266759,0.550730370932453,0.999375232950731,-4.62472355891127
"150","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",0.452701082570272,8.79912677818956,1.24498603481914,0.229600140401128,0.999375232950731,-4.57446302349552
"151","1554240_a_at","ITGAL","3683","integrin subunit alpha L",-0.120367777266039,5.52714699471767,-0.33020191368339,0.745179241031913,0.999375232950731,-4.63672271381222
"152","1554246_at","C1orf210","149466","chromosome 1 open reading frame 210",-0.0903148274613637,6.27607760463386,-0.30045649858111,0.767379673420469,0.999375232950731,-4.63759771139458
"153","1554248_at","ZNF638","27332","zinc finger protein 638",0.104855177106934,6.4215787869084,0.349006718044953,0.731260774032868,0.999375232950731,-4.63612798482622
"154","1554253_a_at","CERS3","204219","ceramide synthase 3",-0.392852702244758,9.44051865315682,-1.33542890004507,0.198898111043333,0.999375232950731,-4.56522150633296
"155","1554256_a_at","PCNX2","80003","pecanex 2",0.202505736669626,4.43984513633119,0.725510925530255,0.477758096503378,0.999375232950731,-4.61770859777703
"156","1554262_s_at","KLHL29","114818","kelch like family member 29",-0.157568462099878,4.27812400052282,-0.564839570860588,0.579373641312384,0.999375232950731,-4.62704766178319
"157","1554287_at","TRIM4","89122","tripartite motif containing 4",-0.276202616379704,4.6530452569201,-0.820606102359041,0.422941355206251,0.999375232950731,-4.61120948387727
"158","1554311_a_at","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-0.39447593379228,3.24860407128777,-1.09428665181924,0.288707138538447,0.999375232950731,-4.58884283449688
"159","1554322_a_at","HDAC4","9759","histone deacetylase 4",0.166968051484509,4.20123396962952,0.601186212697004,0.555447068771974,0.999375232950731,-4.62512164975052
"160","1554333_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4",-0.0653838072812167,4.93868687429024,-0.106694045567137,0.916248932743775,0.999375232950731,-4.64129711657279
"161","1554339_a_at","COG3","83548","component of oligomeric golgi complex 3",-0.656741518223686,3.78484258339231,-1.56409734380536,0.135750812597105,0.999375232950731,-4.54010278322874
"162","1554341_a_at","HELQ","113510","helicase, POLQ like",-0.167754351493292,4.34515326979411,-0.525712126247348,0.6057062706233,0.999375232950731,-4.62899572112271
"163","1554351_a_at","TIPRL","261726","TOR signaling pathway regulator",-0.23612109259705,6.69504341422992,-0.750548410791648,0.462927365352727,0.999375232950731,-4.61606543869871
"164","1554397_s_at","UEVLD","55293","UEV and lactate/malate dehyrogenase domains",-0.680872274223282,7.12672987743258,-1.8130973740745,0.0870579129926867,0.999375232950731,-4.51046764051953
"165","1554400_at","TCTE3","6991","t-complex-associated-testis-expressed 3",0.20899170058806,5.30527875773265,0.694955186010527,0.496235230739068,0.999375232950731,-4.61964665473697
