"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"89","1553395_a_at","CD200R1","131450","CD200 receptor 1",-0.819402172484105,6.35005181369272,-1.74455895270984,0.0986507871431242,0.999725245748249,-4.55484880289712
"90","1553413_at","LCAL1","80078","lung cancer associated lncRNA 1",-0.0764565585013797,4.49596714936329,-0.191664639116493,0.850217825066037,0.999725245748249,-4.61811737252885
"91","1553417_at","C11orf44","283171","chromosome 11 open reading frame 44",-0.103050394446684,3.17261567348463,-0.23611802058537,0.816090709379922,0.999725245748249,-4.6176505133838
"92","1553436_at","MUC19","283463","mucin 19, oligomeric",0.0338620462073345,3.18932236095487,0.0857758721382924,0.932621253518188,0.999725245748249,-4.6188405619902
"93","1553437_at","KLHDC7A","127707","kelch domain containing 7A",-0.0607834047003877,3.84572298222436,-0.149871700628367,0.882584749237778,0.999725245748249,-4.61846845186109
"94","1553438_at","C11orf72","100505621","chromosome 11 open reading frame 72 (putative)",-0.00393960040162344,5.56192337975648,-0.00951274708713668,0.992517968646939,0.999725245748249,-4.61901981972447
"95","1553454_at","RPTN","126638","repetin",0.269939529321976,5.51042975751798,0.356287580605101,0.725897233848649,0.999725245748249,-4.61591155756995
"96","1553478_at","KIRREL3-AS3","283165","KIRREL3 antisense RNA 3",0.383939849288761,3.3475228050591,0.931111360375045,0.364501788386482,0.999725245748249,-4.59861757626653
"97","1553506_at","CPO","130749","carboxypeptidase O",0.0429213238735948,3.19446878973387,0.109792158846428,0.913827187420392,0.999725245748249,-4.61872478153776
"98","1553530_a_at","ITGB1","3688","integrin subunit beta 1",-0.874147524914521,8.46675903979627,-1.43830518657927,0.168044061610678,0.999725245748249,-4.57326911890933
"99","1553534_at","NLRP10","338322","NLR family pyrin domain containing 10",0.0578565170607215,3.78076626313122,0.141265732065972,0.889278301971806,0.999725245748249,-4.61853013557478
"100","1553535_a_at","RANGAP1","5905","Ran GTPase activating protein 1",-0.0470114579269794,7.77753770457977,-0.129638409635918,0.898335367154196,0.999725245748249,-4.61860770764942
"101","1553539_at","KRT74","121391","keratin 74",0.220512778109692,6.11740805982748,0.343888776448352,0.735039562611312,0.999725245748249,-4.61612288210053
"102","1553549_at","VN1R2","317701","vomeronasal 1 receptor 2",-0.209312394749909,3.33147467286955,-0.536183472386887,0.598602067729011,0.999725245748249,-4.61203978318302
"103","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.0723306759493969,7.27046371512756,0.179318405770347,0.859753695235075,0.999725245748249,-4.6182299674185
"104","1553589_a_at","PDZK1IP1","10158","PDZK1 interacting protein 1",0.220154564162641,8.67739322172887,0.525984588934573,0.605520900783995,0.999725245748249,-4.61229886765946
"105","1553603_s_at","ATL2","64225","atlastin GTPase 2",-0.41963481513978,6.05001225361513,-0.769887474636657,0.45166538523007,0.999725245748249,-4.60486469869678
"106","1553604_at","ABCA13","154664","ATP binding cassette subfamily A member 13",-0.0169932033947893,4.7697123235562,-0.0322105049463192,0.974669798954276,0.999725245748249,-4.61899645089338
"107","1553614_a_at","LINC01198","101929344","long intergenic non-protein coding RNA 1198",-0.0729632150240143,3.28616582836309,-0.160844945628077,0.8740632568549,0.999725245748249,-4.61838453896904
"108","1553656_at","TECTB","6975","tectorin beta",0.273283590674331,5.20415192550216,0.65421680145532,0.521503101553811,0.999725245748249,-4.60870716795253
"109","1553679_s_at","VKORC1L1","154807","vitamin K epoxide reductase complex subunit 1 like 1",-0.510164079750785,4.89376764468648,-0.861684350554656,0.400549481576489,0.999725245748249,-4.60143009871237
"110","1553693_s_at","CBR4","84869","carbonyl reductase 4",0.272496535573562,7.116398109073,0.684593770952751,0.502593863219629,0.999725245748249,-4.6077520921537
"111","1553694_a_at","PIK3C2A","5286","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha",-0.763642379918251,6.80688772392992,-1.53149399541711,0.143577994763843,0.999725245748249,-4.56785865957797
"112","1553697_at","CCSAP","126731","centriole, cilia and spindle associated protein",-0.355581224128553,2.90948171356005,-0.860244182800617,0.401321204698586,0.999725245748249,-4.6014865167876
"113","1553725_s_at","ZNF644","84146","zinc finger protein 644",-1.21172786822189,5.14470276558442,-1.64979835969206,0.116870575149175,0.999725245748249,-4.56073428495847
"114","1553728_at","LRRC43","254050","leucine rich repeat containing 43",-0.0291408002320983,6.88370925137017,-0.0584570923059597,0.954048862965388,0.999725245748249,-4.61893773982791
"115","1553750_a_at","FAM76B","143684","family with sequence similarity 76 member B",-0.94330096309588,4.07081656315003,-1.78599087425325,0.0914920890118496,0.999725245748249,-4.5522317429913
"116","1553764_a_at","AJUBA","84962","ajuba LIM protein",-0.263821429777481,7.58256672594869,-0.618292074980799,0.544370621191026,0.999725245748249,-4.6097858159298
"117","1553768_a_at","DCBLD1","285761","discoidin, CUB and LCCL domain containing 1",-0.358287283819311,5.06094535434275,-0.935755866239512,0.362171280562955,0.999725245748249,-4.59842304327982
"118","1553772_at","GK5","256356","glycerol kinase 5",-0.335046710482112,3.80619602482972,-0.768154324585644,0.452667753501982,0.999725245748249,-4.60492633250307
"119","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",0.110263648366407,3.71521284467708,0.27543410163006,0.786218228351806,0.999725245748249,-4.61715782792585
"120","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",-1.89128324212532,6.19871546857157,-2.35929140891884,0.0301994174852481,0.999725245748249,-4.51429133098062
"121","1553856_s_at","P2RY10","27334","P2Y receptor family member 10",-0.968289371327259,4.54812020430804,-2.07393688767666,0.0531831266502175,0.999725245748249,-4.5334749493403
"122","1553860_at","DCST1","149095","DC-STAMP domain containing 1",0.373838147698486,4.40909560924969,0.782563133850775,0.444376025686355,0.999725245748249,-4.6044102576754
"123","1553918_at","LINC00479","150135","long intergenic non-protein coding RNA 479",0.0251251762043401,4.26310985914682,0.0598668309839233,0.952942097627822,0.999725245748249,-4.61893362507
"124","1553923_at","SLC22A24","283238","solute carrier family 22 member 24",0.204231045444891,3.24468612270333,0.42459685483023,0.676320374411853,0.999725245748249,-4.61461755905921
"125","1553928_at","ELMOD2","255520","ELMO domain containing 2",-0.358684962586953,6.07353847297747,-0.86023130986893,0.401328107117496,0.999725245748249,-4.60148702072247
"126","1553946_at","DCD","117159","dermcidin",-0.401061611844966,12.7702861721917,-0.816096736906097,0.425447205162476,0.999725245748249,-4.60317714016927
"127","1553970_s_at","CEL","1056","carboxyl ester lipase",0.0494980668770806,4.45283632005673,0.119924654414861,0.905912983500635,0.999725245748249,-4.61866742669954
"128","1553986_at","RASEF","158158","RAS and EF-hand domain containing",-0.127956832347062,6.42563524089329,-0.256014018147462,0.800934110671483,0.999725245748249,-4.61741051577927
"129","1553989_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",0.0920343953519254,8.13075018274341,0.234652564677923,0.817210127879283,0.999725245748249,-4.61766743319749
"130","1553995_a_at","NT5E","4907","5'-nucleotidase ecto",-0.643905500358203,4.76736931588698,-1.29954519517309,0.210666453862812,0.999725245748249,-4.5809455969631
"131","1554004_a_at","ARHGEF28","64283","Rho guanine nucleotide exchange factor 28",0.223551308946776,7.06720938451935,0.59610394821441,0.558760900581059,0.999725245748249,-4.61042413074034
"132","1554015_a_at","CHD2","1106","chromodomain helicase DNA binding protein 2",-0.486737358288794,5.24159615784509,-1.00115373420734,0.330436215611955,0.999725245748249,-4.59560150036143
"133","1554026_a_at","MYO10","4651","myosin X",0.435652602664804,4.03300419803522,1.03657269593648,0.314088986497012,0.999725245748249,-4.59401071479887
"134","1554029_a_at","TTC37","9652","tetratricopeptide repeat domain 37",-0.727129422556225,5.06305693712248,-0.943558845113688,0.358278830254277,0.999725245748249,-4.59809444932648
"135","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",0.279579507690807,4.23334985549806,0.535821292311261,0.598847098410209,0.999725245748249,-4.61204906358575
"136","1554044_a_at","MRAP","56246","melanocortin 2 receptor accessory protein",-0.0412048235177798,6.619536876513,-0.106833279104987,0.916140077789814,0.999725245748249,-4.61874057836026
"137","1554052_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",-0.316035291995162,5.90044322182405,-0.703837016937907,0.490821941441319,0.999725245748249,-4.60712694841073
"138","1554062_at","XG","7499","Xg glycoprotein (Xg blood group)",0.235981457158536,9.05644688617744,0.506582276223342,0.618789776327368,0.999725245748249,-4.61277882910476
"139","1554074_s_at","SLFNL1","200172","schlafen like 1",0.120089635811243,5.16783167134011,0.282606383364837,0.780803927859921,0.999725245748249,-4.61705991305618
"140","1554102_a_at","TMTC4","84899","transmembrane O-mannosyltransferase targeting cadherins 4",-0.374865460109942,4.77527605268163,-0.971779178134491,0.344441131101288,0.999725245748249,-4.59688769834322
"141","1554112_a_at","ULK2","9706","unc-51 like autophagy activating kinase 2",-0.0805757318534432,4.96776630887367,-0.179318981337693,0.859753250152259,0.999725245748249,-4.61822996234283
"142","1554122_a_at","HSD17B12","51144","hydroxysteroid 17-beta dehydrogenase 12",0.226958726847355,4.17180926294517,0.479002256809552,0.637885399281032,0.999725245748249,-4.61343174155519
"143","1554148_a_at","SLC33A1","9197","solute carrier family 33 member 1",-1.10062864735304,6.0342499010062,-2.19727942761109,0.0417719404313519,0.999725245748249,-4.52522612182367
"144","1554152_a_at","OGDH","4967","oxoglutarate dehydrogenase",-0.581513470599802,5.77468068372042,-0.990490443583274,0.335473174562416,0.999725245748249,-4.59607191437129
"145","1554155_at","MCPH1","79648","microcephalin 1",-0.181066146047856,4.70069966878079,-0.43405231639313,0.669570349811943,0.999725245748249,-4.61442127512828
"146","1554159_a_at","ZMYND11","10771","zinc finger MYND-type containing 11",-0.991129390958754,5.84759275924979,-1.71963915298517,0.103186773335225,0.999725245748249,-4.55641054010353
"147","1554161_at","SLC25A27","9481","solute carrier family 25 member 27",0.28275049926951,4.29131398106001,0.767728458749566,0.452914262301313,0.999725245748249,-4.60494145848855
"148","1554167_a_at","GOLGA7","51125","golgin A7",-0.709539282464201,8.92924112258265,-1.49929060387964,0.151675114601159,0.999725245748249,-4.56974975891134
"149","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",0.0774802758882895,8.62660351748605,0.158763084946104,0.875678779960366,0.999725245748249,-4.61840091210297
"150","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",1.10564949265001,8.79912677818956,2.15008396355095,0.0458432319070872,0.999725245748249,-4.52839275469253
"151","1554240_a_at","ITGAL","3683","integrin subunit alpha L",-0.327611907167451,5.52714699471767,-0.635497761580239,0.533351139107583,0.999725245748249,-4.60927613808856
"152","1554246_at","C1orf210","149466","chromosome 1 open reading frame 210",0.278277447661343,6.27607760463386,0.654614406395992,0.521253047378301,0.999725245748249,-4.60869492004775
"153","1554248_at","ZNF638","27332","zinc finger protein 638",0.186927374003311,6.4215787869084,0.43994847413071,0.665375831996654,0.999725245748249,-4.61429678128842
"154","1554253_a_at","CERS3","204219","ceramide synthase 3",-0.0203654018830672,9.44051865315682,-0.0489518390944441,0.961513700083892,0.999725245748249,-4.61896292622629
"155","1554256_a_at","PCNX2","80003","pecanex 2",0.106782324301623,4.43984513633119,0.270514779877991,0.789938319595073,0.999725245748249,-4.61722355506225
"156","1554262_s_at","KLHL29","114818","kelch like family member 29",-0.179405847957431,4.27812400052282,-0.45475492967734,0.654892895930916,0.999725245748249,-4.61397707240651
"157","1554287_at","TRIM4","89122","tripartite motif containing 4",-0.27602026794756,4.6530452569201,-0.579873055682081,0.569413578435328,0.999725245748249,-4.61087743749386
"158","1554311_a_at","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-0.227627667101339,3.24860407128777,-0.446499152009602,0.660729019190675,0.999725245748249,-4.61415658300948
"159","1554322_a_at","HDAC4","9759","histone deacetylase 4",0.385990594982147,4.20123396962952,0.982737114521338,0.339169183554594,0.999725245748249,-4.59641144931516
"160","1554333_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4",-0.254057431287645,4.93868687429024,-0.293147963747655,0.772867186582922,0.999725245748249,-4.61691151616489
"161","1554339_a_at","COG3","83548","component of oligomeric golgi complex 3",-0.639979959605108,3.78484258339231,-1.07775657923315,0.295818698162593,0.999725245748249,-4.59210753633024
"162","1554341_a_at","HELQ","113510","helicase, POLQ like",-0.409681486553566,4.34515326979411,-0.907832113060261,0.376336032504897,0.999725245748249,-4.59958067824525
"163","1554351_a_at","TIPRL","261726","TOR signaling pathway regulator",-0.251779916227516,6.69504341422992,-0.565913445515588,0.578659229424856,0.999725245748249,-4.61125803416387
"164","1554397_s_at","UEVLD","55293","UEV and lactate/malate dehyrogenase domains",-0.731725631405993,7.12672987743258,-1.37780815046549,0.18567937055372,0.999725245748249,-4.57667510754552
"165","1554400_at","TCTE3","6991","t-complex-associated-testis-expressed 3",0.17047741542968,5.30527875773265,0.400847902041574,0.693398382870325,0.999725245748249,-4.61509222291815
